solution_policy_category,solution_intervention_category,solution_name,state,solution_diversion_potential_tons_2022
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Nebraska,1297
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Nevada,1156
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,New Hampshire,480
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,New Jersey,3908
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,New Mexico,928
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,New York,10679
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,North Carolina,11956
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,North Dakota,1249
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Ohio,5166
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Oklahoma,1924
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Oregon,5893
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Pennsylvania,6571
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Rhode Island,304
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,South Carolina,2922
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,South Dakota,285
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Tennessee,2749
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Texas,12603
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Utah,1181
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Vermont,254
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Virginia,3696
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Washington,27583
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,West Virginia,785
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Wisconsin,5827
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Wyoming,155
Rescue,Strengthen Food Rescue,Donation Transportation,Alabama,6809
Rescue,Strengthen Food Rescue,Donation Transportation,Alaska,513
Rescue,Strengthen Food Rescue,Donation Transportation,Arizona,26642
Rescue,Strengthen Food Rescue,Donation Transportation,Arkansas,4801
Rescue,Strengthen Food Rescue,Donation Transportation,California,189075
Rescue,Strengthen Food Rescue,Donation Transportation,Colorado,8358
Rescue,Strengthen Food Rescue,Donation Transportation,Connecticut,3161
Rescue,Strengthen Food Rescue,Donation Transportation,Delaware,1834
Rescue,Strengthen Food Rescue,Donation Transportation,Florida,41879
Rescue,Strengthen Food Rescue,Donation Transportation,Georgia,24178
Rescue,Strengthen Food Rescue,Donation Transportation,Hawaii,1305
Rescue,Strengthen Food Rescue,Donation Transportation,Idaho,12627
Rescue,Strengthen Food Rescue,Donation Transportation,Illinois,16285
Rescue,Strengthen Food Rescue,Donation Transportation,Indiana,10073
Rescue,Strengthen Food Rescue,Donation Transportation,Iowa,4814
Rescue,Strengthen Food Rescue,Donation Transportation,Kansas,3615
Rescue,Strengthen Food Rescue,Donation Transportation,Kentucky,5065
Rescue,Strengthen Food Rescue,Donation Transportation,Louisiana,5967
Rescue,Strengthen Food Rescue,Donation Transportation,Maine,3414
Rescue,Strengthen Food Rescue,Donation Transportation,Maryland,6811
Rescue,Strengthen Food Rescue,Donation Transportation,Massachusetts,8059
Rescue,Strengthen Food Rescue,Donation Transportation,Michigan,20497
Rescue,Strengthen Food Rescue,Donation Transportation,Minnesota,8228
Rescue,Strengthen Food Rescue,Donation Transportation,Mississippi,5214
Rescue,Strengthen Food Rescue,Donation Transportation,Missouri,7764
Rescue,Strengthen Food Rescue,Donation Transportation,Montana,1104
Rescue,Strengthen Food Rescue,Donation Transportation,Nebraska,3328
Rescue,Strengthen Food Rescue,Donation Transportation,Nevada,3524
Rescue,Strengthen Food Rescue,Donation Transportation,New Hampshire,1416
Rescue,Strengthen Food Rescue,Donation Transportation,New Jersey,10291
Rescue,Strengthen Food Rescue,Donation Transportation,New Mexico,2568
Rescue,Strengthen Food Rescue,Donation Transportation,New York,26366
Rescue,Strengthen Food Rescue,Donation Transportation,North Carolina,28133
Rescue,Strengthen Food Rescue,Donation Transportation,North Dakota,2829
Rescue,Strengthen Food Rescue,Donation Transportation,Ohio,14487
Rescue,Strengthen Food Rescue,Donation Transportation,Oklahoma,5358
Rescue,Strengthen Food Rescue,Donation Transportation,Oregon,13335
Rescue,Strengthen Food Rescue,Donation Transportation,Pennsylvania,16873
Rescue,Strengthen Food Rescue,Donation Transportation,Rhode Island,940
Rescue,Strengthen Food Rescue,Donation Transportation,South Carolina,7708
Rescue,Strengthen Food Rescue,Donation Transportation,South Dakota,859
Rescue,Strengthen Food Rescue,Donation Transportation,Tennessee,8089
Rescue,Strengthen Food Rescue,Donation Transportation,Texas,35680
Rescue,Strengthen Food Rescue,Donation Transportation,Utah,3388
Rescue,Strengthen Food Rescue,Donation Transportation,Vermont,665
Rescue,Strengthen Food Rescue,Donation Transportation,Virginia,10551
Rescue,Strengthen Food Rescue,Donation Transportation,Washington,59008
Rescue,Strengthen Food Rescue,Donation Transportation,West Virginia,2167
Rescue,Strengthen Food Rescue,Donation Transportation,Wisconsin,13575
Rescue,Strengthen Food Rescue,Donation Transportation,Wyoming,523
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Alabama,842
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Alaska,5
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Arizona,12413
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Arkansas,599
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,California,94841
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Colorado,1162
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Connecticut,125
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Delaware,607
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Florida,12541
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Georgia,6720
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Hawaii,78
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Idaho,5409
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Illinois,1349
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Indiana,1541
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Iowa,16
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Kansas,53
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Louisiana,687
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Maine,1244
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Maryland,751
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Massachusetts,959
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Michigan,6773
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Minnesota,1128
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Mississippi,1395
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Missouri,495
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Montana,150
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Nebraska,347
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Nevada,107
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,New Hampshire,74
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,New Jersey,1782
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,New Mexico,309
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,New York,7775
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,North Carolina,10549
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,North Dakota,842
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Ohio,885
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Oklahoma,648
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Oregon,5322
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Pennsylvania,3369
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Rhode Island,14
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,South Carolina,1525
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Tennessee,83
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Texas,3470
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Utah,184
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Vermont,109
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Virginia,916
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Washington,31669
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,West Virginia,392
Rescue,Strengthen Food Rescue,Donation Value-Added Processing,Wisconsin,4104
Recycling,Recycle Anything Remaining,Home Composting,Alabama,24095
Recycling,Recycle Anything Remaining,Home Composting,Alaska,3453
Recycling,Recycle Anything Remaining,Home Composting,Arizona,48008
Recycling,Recycle Anything Remaining,Home Composting,Arkansas,17643
Recycling,Recycle Anything Remaining,Home Composting,California,189510
Recycling,Recycle Anything Remaining,Home Composting,Colorado,38647
Recycling,Recycle Anything Remaining,Home Composting,Connecticut,21173
Recycling,Recycle Anything Remaining,Home Composting,Delaware,5696
Recycling,Recycle Anything Remaining,Home Composting,Florida,128900
Recycling,Recycle Anything Remaining,Home Composting,Georgia,55301
Recycling,Recycle Anything Remaining,Home Composting,Hawaii,6700
Recycling,Recycle Anything Remaining,Home Composting,Idaho,7505
Recycling,Recycle Anything Remaining,Home Composting,Illinois,60078
Recycling,Recycle Anything Remaining,Home Composting,Indiana,37525
Recycling,Recycle Anything Remaining,Home Composting,Iowa,16724
Recycling,Recycle Anything Remaining,Home Composting,Kansas,15288
Recycling,Recycle Anything Remaining,Home Composting,Kentucky,25393
Recycling,Recycle Anything Remaining,Home Composting,Louisiana,25318
Recycling,Recycle Anything Remaining,Home Composting,Maine,9461
Recycling,Recycle Anything Remaining,Home Composting,Maryland,32182
Recycling,Recycle Anything Remaining,Home Composting,Massachusetts,45170
Recycling,Recycle Anything Remaining,Home Composting,Michigan,50632
Recycling,Recycle Anything Remaining,Home Composting,Minnesota,25923
Recycling,Recycle Anything Remaining,Home Composting,Mississippi,15078
Recycling,Recycle Anything Remaining,Home Composting,Missouri,28877
Recycling,Recycle Anything Remaining,Home Composting,Montana,4484
Recycling,Recycle Anything Remaining,Home Composting,Nebraska,9970
Recycling,Recycle Anything Remaining,Home Composting,Nevada,18092
Recycling,Recycle Anything Remaining,Home Composting,New Hampshire,12170
Recycling,Recycle Anything Remaining,Home Composting,New Jersey,47874
Recycling,Recycle Anything Remaining,Home Composting,New Mexico,12616
Recycling,Recycle Anything Remaining,Home Composting,New York,71006
Recycling,Recycle Anything Remaining,Home Composting,North Carolina,60127
Recycling,Recycle Anything Remaining,Home Composting,North Dakota,4070
Recycling,Recycle Anything Remaining,Home Composting,Ohio,58948
Recycling,Recycle Anything Remaining,Home Composting,Oklahoma,18269
Recycling,Recycle Anything Remaining,Home Composting,Oregon,23386
Recycling,Recycle Anything Remaining,Home Composting,Pennsylvania,61389
Recycling,Recycle Anything Remaining,Home Composting,Rhode Island,5358
Recycling,Recycle Anything Remaining,Home Composting,South Carolina,28168
Recycling,Recycle Anything Remaining,Home Composting,South Dakota,4458
Recycling,Recycle Anything Remaining,Home Composting,Tennessee,37991
Recycling,Recycle Anything Remaining,Home Composting,Texas,118361
Recycling,Recycle Anything Remaining,Home Composting,Utah,14977
Recycling,Recycle Anything Remaining,Home Composting,Vermont,3218
Recycling,Recycle Anything Remaining,Home Composting,Virginia,51530
Recycling,Recycle Anything Remaining,Home Composting,Washington,39893
Recycling,Recycle Anything Remaining,Home Composting,West Virginia,9107
Recycling,Recycle Anything Remaining,Home Composting,Wisconsin,26157
Recycling,Recycle Anything Remaining,Home Composting,Wyoming,3432
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Alabama,183
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Alaska,0
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Arizona,246
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Arkansas,9
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,California,1490
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Colorado,246
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Connecticut,35
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Delaware,43
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Florida,689
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Georgia,476
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Hawaii,63
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Idaho,74
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Illinois,590
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Indiana,273
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Iowa,165
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Kansas,165
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Kentucky,186
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Louisiana,198
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Maine,71
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Maryland,263
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Massachusetts,339
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Michigan,330
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Minnesota,261
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Mississippi,133
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Missouri,251
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Montana,46
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Nebraska,100
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Nevada,101
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Hampshire,66
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Jersey,428
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New Mexico,82
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,New York,993
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,North Carolina,390
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,North Dakota,42
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Ohio,481
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Oklahoma,164
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Oregon,137
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Pennsylvania,495
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Rhode Island,46
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,South Carolina,18
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,South Dakota,46
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Tennessee,280
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Texas,1518
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Utah,149
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Vermont,42
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Virginia,414
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Washington,311
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,West Virginia,64
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Wisconsin,237
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Wyoming,35
Recycling,Recycle Anything Remaining,Livestock Feed,Alabama,16509
Recycling,Recycle Anything Remaining,Livestock Feed,Alaska,1900
Recycling,Recycle Anything Remaining,Livestock Feed,Arizona,35015
Recycling,Recycle Anything Remaining,Livestock Feed,Arkansas,28791
Recycling,Recycle Anything Remaining,Livestock Feed,California,359379
Recycling,Recycle Anything Remaining,Livestock Feed,Colorado,24440
Recycling,Recycle Anything Remaining,Livestock Feed,Connecticut,9428
Recycling,Recycle Anything Remaining,Livestock Feed,Delaware,4340
Recycling,Recycle Anything Remaining,Livestock Feed,Florida,130759
Recycling,Recycle Anything Remaining,Livestock Feed,Georgia,55642
Recycling,Recycle Anything Remaining,Livestock Feed,Hawaii,4268
Recycling,Recycle Anything Remaining,Livestock Feed,Idaho,54210
Recycling,Recycle Anything Remaining,Livestock Feed,Illinois,116688
Recycling,Recycle Anything Remaining,Livestock Feed,Indiana,48772
Recycling,Recycle Anything Remaining,Livestock Feed,Iowa,65613
Recycling,Recycle Anything Remaining,Livestock Feed,Kansas,20923
Recycling,Recycle Anything Remaining,Livestock Feed,Kentucky,23093
Recycling,Recycle Anything Remaining,Livestock Feed,Louisiana,100786
Recycling,Recycle Anything Remaining,Livestock Feed,Maine,7784
Recycling,Recycle Anything Remaining,Livestock Feed,Maryland,16768
Recycling,Recycle Anything Remaining,Livestock Feed,Massachusetts,22737
Recycling,Recycle Anything Remaining,Livestock Feed,Michigan,71642
Recycling,Recycle Anything Remaining,Livestock Feed,Minnesota,121868
Recycling,Recycle Anything Remaining,Livestock Feed,Mississippi,13182
Recycling,Recycle Anything Remaining,Livestock Feed,Missouri,64824
Recycling,Recycle Anything Remaining,Livestock Feed,Montana,3329
Recycling,Recycle Anything Remaining,Livestock Feed,Nebraska,26229
Recycling,Recycle Anything Remaining,Livestock Feed,Nevada,9805
Recycling,Recycle Anything Remaining,Livestock Feed,New Hampshire,2479
Recycling,Recycle Anything Remaining,Livestock Feed,New Jersey,39299
Recycling,Recycle Anything Remaining,Livestock Feed,New Mexico,15739
Recycling,Recycle Anything Remaining,Livestock Feed,New York,103896
Recycling,Recycle Anything Remaining,Livestock Feed,North Carolina,53397
Recycling,Recycle Anything Remaining,Livestock Feed,North Dakota,32539
Recycling,Recycle Anything Remaining,Livestock Feed,Ohio,83509
Recycling,Recycle Anything Remaining,Livestock Feed,Oklahoma,18809
Recycling,Recycle Anything Remaining,Livestock Feed,Oregon,42750
Recycling,Recycle Anything Remaining,Livestock Feed,Pennsylvania,72648
Recycling,Recycle Anything Remaining,Livestock Feed,Rhode Island,3052
Recycling,Recycle Anything Remaining,Livestock Feed,South Carolina,20189
Recycling,Recycle Anything Remaining,Livestock Feed,South Dakota,12238
Recycling,Recycle Anything Remaining,Livestock Feed,Tennessee,48601
Recycling,Recycle Anything Remaining,Livestock Feed,Texas,153230
Recycling,Recycle Anything Remaining,Livestock Feed,Utah,30302
Recycling,Recycle Anything Remaining,Livestock Feed,Vermont,7543
Recycling,Recycle Anything Remaining,Livestock Feed,Virginia,31383
Recycling,Recycle Anything Remaining,Livestock Feed,Washington,127936
Recycling,Recycle Anything Remaining,Livestock Feed,West Virginia,3783
Recycling,Recycle Anything Remaining,Livestock Feed,Wisconsin,314821
Recycling,Recycle Anything Remaining,Livestock Feed,Wyoming,980
Prevention,Reshape Consumer Environments,Standardized Date Labels,Alabama,12301
Prevention,Reshape Consumer Environments,Standardized Date Labels,Alaska,1533
Prevention,Reshape Consumer Environments,Standardized Date Labels,Arizona,19985
Prevention,Reshape Consumer Environments,Standardized Date Labels,Arkansas,10236
Prevention,Reshape Consumer Environments,Standardized Date Labels,California,72205
Prevention,Reshape Consumer Environments,Standardized Date Labels,Colorado,16834
Prevention,Reshape Consumer Environments,Standardized Date Labels,Connecticut,8315
Prevention,Reshape Consumer Environments,Standardized Date Labels,Delaware,2528
Prevention,Reshape Consumer Environments,Standardized Date Labels,Florida,59520
Prevention,Reshape Consumer Environments,Standardized Date Labels,Georgia,26974
Prevention,Reshape Consumer Environments,Standardized Date Labels,Hawaii,2068
Prevention,Reshape Consumer Environments,Standardized Date Labels,Idaho,3670
Prevention,Reshape Consumer Environments,Standardized Date Labels,Illinois,32710
Prevention,Reshape Consumer Environments,Standardized Date Labels,Indiana,20961
Prevention,Reshape Consumer Environments,Standardized Date Labels,Iowa,13254
Prevention,Reshape Consumer Environments,Standardized Date Labels,Kansas,8804
Prevention,Reshape Consumer Environments,Standardized Date Labels,Kentucky,13489
Prevention,Reshape Consumer Environments,Standardized Date Labels,Louisiana,12928
Prevention,Reshape Consumer Environments,Standardized Date Labels,Maine,4161
Prevention,Reshape Consumer Environments,Standardized Date Labels,Maryland,13741
Prevention,Reshape Consumer Environments,Standardized Date Labels,Massachusetts,18062
Prevention,Reshape Consumer Environments,Standardized Date Labels,Michigan,25080
Prevention,Reshape Consumer Environments,Standardized Date Labels,Minnesota,15016
Prevention,Reshape Consumer Environments,Standardized Date Labels,Mississippi,7496
Prevention,Reshape Consumer Environments,Standardized Date Labels,Missouri,17102
Prevention,Reshape Consumer Environments,Standardized Date Labels,Montana,2022
Prevention,Reshape Consumer Environments,Standardized Date Labels,Nebraska,6515
Prevention,Reshape Consumer Environments,Standardized Date Labels,Nevada,8033
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Hampshire,5244
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Jersey,20271
Prevention,Reshape Consumer Environments,Standardized Date Labels,New Mexico,5396
Prevention,Reshape Consumer Environments,Standardized Date Labels,New York,31954
Prevention,Reshape Consumer Environments,Standardized Date Labels,North Carolina,28816
Prevention,Reshape Consumer Environments,Standardized Date Labels,North Dakota,2848
Prevention,Reshape Consumer Environments,Standardized Date Labels,Ohio,31645
Prevention,Reshape Consumer Environments,Standardized Date Labels,Oklahoma,9978
Prevention,Reshape Consumer Environments,Standardized Date Labels,Oregon,8928
Prevention,Reshape Consumer Environments,Standardized Date Labels,Pennsylvania,30388
Prevention,Reshape Consumer Environments,Standardized Date Labels,Rhode Island,2177
Prevention,Reshape Consumer Environments,Standardized Date Labels,South Carolina,13701
Prevention,Reshape Consumer Environments,Standardized Date Labels,South Dakota,2415
Prevention,Reshape Consumer Environments,Standardized Date Labels,Tennessee,20220
Prevention,Reshape Consumer Environments,Standardized Date Labels,Texas,57850
Prevention,Reshape Consumer Environments,Standardized Date Labels,Utah,7318
Prevention,Reshape Consumer Environments,Standardized Date Labels,Vermont,1441
Prevention,Reshape Consumer Environments,Standardized Date Labels,Virginia,23364
Prevention,Reshape Consumer Environments,Standardized Date Labels,Washington,15445
Prevention,Reshape Consumer Environments,Standardized Date Labels,West Virginia,4710
Prevention,Reshape Consumer Environments,Standardized Date Labels,Wisconsin,14097
Prevention,Reshape Consumer Environments,Standardized Date Labels,Wyoming,1620
